chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match
169,1,13,11,2.75,s11,s21,e13,e22,o11,8.25,1,-2.759718814,1
170,0,28,6,1.5,s12,s21,e12,e22,o12,11.52,1,-4.782886872,0
170,1,16,13,3.5,s12,s21,e12,e22,o12,11.52,1,-2.935148209,1
171,0,6,5,2,s12,s21,e12,e22,o11,5.24,1,-1.47375201,1
171,1,8,15,2.75,s12,s21,e12,e22,o11,5.24,1,-2.245431879,0
172,0,32,6,1.5,s11,s21,e11,e22,o11,11.14,3,-4.267843668,0
172,1,17,16,3.5,s11,s21,e11,e22,o11,11.14,3,-2.391436113,1
173,0,7,5,2,s12,s21,e12,e21,o11,2.61,1,-1.648505345,1
173,1,4,15,2,s12,s21,e12,e21,o11,2.61,1,-1.810505327,0
174,0,10,6,1.5,s12,s21,e12,e22,o13,5.64,1,-2.385700628,0
174,1,8,16,2.75,s12,s21,e12,e22,o13,5.64,1,-2.255244975,1
175,0,15,5,1.5,s11,s21,e11,e22,o12,5.52,3,-2.315766479,0
175,1,7,12,2.75,s11,s21,e11,e22,o12,5.52,3,-0.737655353,1
176,0,10,4,1.5,s12,s21,e13,e23,o13,4.69,3,-1.667463184,1
176,1,7,15,2,s12,s21,e13,e23,o13,4.69,3,-2.133870387,0
177,0,16,4,1.5,s11,s23,e11,e22,o13,8.63,2,-2.37701197,1
177,1,14,20,2.75,s11,s23,e11,e22,o13,8.63,2,-4.809971204,0
178,0,6,5,1.5,s12,s21,e13,e21,o11,3.01,1,-1.571570719,1
178,1,4,15,2,s12,s21,e13,e21,o11,3.01,1,-2.263233399,0
179,0,6,3,1.5,s13,s21,e11,e22,o14,2.18,3,-0.957193697,1
179,1,3,16,2,s13,s21,e11,e22,o14,2.18,3,-1.211544342,0
180,0,12,5,1.5,s12,s22,e11,e21,o13,6.37,1,-2.44682741,0
180,1,9,19,2.75,s12,s22,e11,e21,o13,6.37,1,-2.385674517,1
181,0,8,5,2,s11,s21,e12,e22,o13,4.03,3,-1.740027753,1
181,1,7,14,2,s11,s21,e12,e22,o13,4.03,3,-1.892744222,0
182,0,27,3,2,s11,s21,e13,e23,o12,11.7,3,-3.26321299,0
182,1,16,11,3.5,s11,s21,e13,e23,o12,11.7,3,-2.753220003,1
183,0,7,6,1.5,s11,s21,e11,e23,o12,3.5,3,-2.004164483,0
183,1,5,15,2,s11,s21,e11,e23,o12,3.5,3,-1.035448432,1
184,0,18,5,1.5,s12,s23,e13,e22,o11,8.11,1,-2.951170434,1
184,1,12,16,2.75,s12,s23,e13,e22,o11,8.11,1,-3.540659357,0
185,0,16,5,2,s11,s21,e12,e23,o13,6.99,1,-2.977382914,0
185,1,11,11,2.75,s11,s21,e12,e23,o13,6.99,1,-1.857871897,1
186,0,19,4,1.5,s11,s23,e11,e22,o13,7.16,2,-2.793793212,1
186,1,12,13,2.75,s11,s23,e11,e22,o13,7.16,2,-2.816286,0
187,0,9,5,1.5,s11,s21,e11,e22,o12,3.4,3,-1.747011137,0
187,1,5,13,2,s11,s21,e11,e22,o12,3.4,3,-0.731928978,1
188,0,13,4,1.5,s12,s21,e12,e21,o13,7.99,1,-2.337610529,1
188,1,11,20,2.75,s12,s21,e12,e21,o13,7.99,1,-3.567160223,0
189,0,11,7,2,s13,s21,e11,e21,o13,4.5,3,-2.399972264,0
189,1,7,12,2,s13,s21,e11,e21,o13,4.5,3,-0.725867342,1
190,0,6,4,2,s12,s21,e13,e21,o13,2.2,1,-1.583893513,1
190,1,3,15,2,s12,s21,e13,e21,o13,2.2,1,-1.801583658,0
191,0,7,3,1.5,s12,s23,e12,e21,o13,5.42,1,-1.514972374,1
191,1,9,16,2.75,s12,s23,e12,e21,o13,5.42,1,-2.70987808,0
192,0,13,4,1.5,s11,s21,e11,e22,o11,6.54,3,-2.072588735,0
192,1,10,14,2.75,s11,s21,e11,e22,o11,6.54,3,-1.409736147,1
193,0,18,6,1.5,s12,s21,e12,e23,o14,7.25,1,-2.883269656,0
193,1,10,16,2.75,s12,s21,e12,e23,o14,7.25,1,-2.486744911,1
194,0,11,4,1.5,s12,s21,e12,e22,o13,7.12,1,-1.927466237,1
194,1,10,18,2.75,s12,s21,e12,e22,o13,7.12,1,-2.820969225,0
195,0,8,6,1.5,s12,s21,e11,e22,o11,3.37,1,-1.864037569,0
195,1,5,12,2,s12,s21,e11,e22,o11,3.37,1,-0.621951586,1
196,0,31,4,1.5,s12,s22,e11,e22,o13,14.19,1,-4.528624577,0
196,1,20,14,3.5,s12,s22,e11,e22,o13,14.19,1,-2.783970921,1
197,0,26,6,1.5,s12,s23,e13,e22,o14,10.52,1,-4.200488406,0
197,1,14,17,3.5,s12,s23,e13,e22,o14,10.52,1,-3.729163931,1
198,0,4,5,2,s12,s23,e12,e22,o12,2.5,1,-1.443654223,1
198,1,4,17,2,s12,s23,e12,e22,o12,2.5,1,-2.061938281,0
199,0,26,4,2,s11,s21,e11,e22,o12,12.3,3,-3.31780954,0
199,1,18,15,3.5,s11,s21,e11,e22,o12,12.3,3,-2.461952205,1
200,0,19,5,2,s12,s21,e13,e23,o13,11.49,1,-3.221114818,1
200,1,18,20,3.5,s12,s21,e13,e23,o13,11.49,1,-4.461143134,0
201,0,19,6,1.5,s11,s22,e11,e22,o13,7.85,2,-3.487832063,0
201,1,11,16,2.75,s11,s22,e11,e22,o13,7.85,2,-3.267313044,1
202,0,10,5,1.5,s11,s21,e12,e23,o11,3.71,3,-2.188160306,0
202,1,6,16,2,s11,s21,e12,e23,o11,3.71,3,-2.087776162,1
203,0,9,6,1.5,s12,s21,e12,e22,o11,3.87,1,-2.175433342,0
203,1,5,16,2,s12,s21,e12,e22,o11,3.87,1,-1.992899986,1
204,0,3,4,1.5,s12,s21,e12,e22,o11,2.05,1,-0.893904789,1
204,1,3,15,2,s12,s21,e12,e22,o11,2.05,1,-1.650267974,0
205,0,17,6,1.5,s12,s21,e12,e22,o12,9.1,1,-3.149736712,0
205,1,15,15,2.75,s12,s21,e12,e22,o12,9.1,1,-3.010269265,1
206,0,22,5,1.5,s12,s21,e12,e22,o13,11.64,1,-3.635946267,1
206,1,19,15,3.5,s12,s21,e12,e22,o13,11.64,1,-3.968577675,0
207,0,5,5,1.5,s12,s22,e11,e21,o11,2.96,1,-1.457212853,0
207,1,4,16,2,s12,s22,e11,e21,o11,2.96,1,-0.977732127,1
208,0,8,6,1.5,s12,s21,e11,e23,o13,4.64,1,-2.101627994,0
208,1,7,12,2,s12,s21,e11,e23,o13,4.64,1,-0.609890476,1
209,0,12,4,1.5,s12,s21,e11,e22,o14,7.46,1,-2.182164208,0
209,1,12,14,2.75,s12,s21,e11,e22,o14,7.46,1,-1.995784223,1
210,0,8,6,1.5,s12,s21,e12,e23,o13,3.17,1,-2.004498078,0
210,1,5,16,2,s12,s21,e12,e23,o13,3.17,1,-1.808188404,1
211,0,13,6,2,s12,s21,e13,e21,o13,7.49,1,-2.702952237,1
211,1,10,16,2.75,s12,s21,e13,e21,o13,7.49,1,-3.174097924,0
212,0,28,4,2,s12,s21,e12,e23,o12,12.05,1,-4.411441994,0
212,1,19,14,3.5,s12,s21,e12,e23,o12,12.05,1,-3.066189486,1
213,0,4,6,1.5,s12,s21,e13,e21,o13,2.17,3,-1.412899106,1
213,1,3,14,2,s12,s21,e13,e21,o13,2.17,3,-2.010068697,0
214,0,20,4,1.5,s12,s21,e11,e23,o13,7.42,1,-3.034456047,0
214,1,11,16,2.75,s12,s21,e11,e23,o13,7.42,1,-2.05914042,1
215,0,4,3,1.5,s13,s21,e12,e23,o13,2.05,3,-1.101585706,0
215,1,3,12,2,s13,s21,e12,e23,o13,2.05,3,-0.858961464,1
216,0,14,7,1.5,s12,s21,e11,e22,o13,5.64,1,-2.840022301,0
216,1,8,15,2.75,s12,s21,e11,e22,o13,5.64,1,-1.519052075,1
217,0,10,5,1.5,s12,s21,e12,e22,o13,6.68,1,-2.108648397,1
217,1,10,15,2.75,s12,s21,e12,e22,o13,6.68,1,-2.504471384,0
218,0,7,4,1.5,s11,s21,e12,e22,o11,4.35,1,-1.694905093,0
218,1,6,14,2,s11,s21,e12,e22,o11,4.35,1,-1.604518372,1
219,0,10,4,1.5,s12,s21,e11,e21,o13,6.12,1,-1.971931875,0
219,1,9,16,2.75,s12,s21,e11,e21,o13,6.12,1,-1.875285223,1
220,0,9,6,1.5,s12,s21,e11,e21,o11,4.47,1,-2.209182406,0
220,1,7,16,2,s12,s21,e11,e21,o11,4.47,1,-1.237433125,1
221,0,35,5,2,s11,s21,e12,e22,o13,19.09,3,-4.243233574,1
221,1,29,17,4.25,s11,s21,e12,e22,o13,19.09,3,-4.483857228,0
222,0,19,5,1.5,s11,s21,e12,e21,o12,7.97,3,-2.692374755,0
222,1,12,13,2.75,s11,s21,e12,e21,o12,7.97,3,-2.388265978,1
223,0,9,5,1.5,s11,s23,e12,e22,o12,3.83,2,-2.234632837,1
223,1,6,15,2,s11,s23,e12,e22,o12,3.83,2,-3.556623232,0
224,0,27,5,2,s11,s22,e13,e22,o13,19.6,2,-3.982060576,1
224,1,29,15,4.25,s11,s22,e13,e22,o13,19.6,2,-6.535660542,0
225,0,6,4,1.5,s11,s21,e12,e22,o14,3.24,3,-1.627795924,1
225,1,5,15,2,s11,s21,e12,e22,o14,3.24,3,-1.989823762,0
226,0,13,5,1.5,s12,s21,e11,e22,o11,10.77,1,-2.340889227,1
226,1,16,17,3.5,s12,s21,e11,e22,o11,10.77,1,-2.807717867,0
227,0,22,5,1.5,s12,s21,e11,e23,o13,9.46,1,-3.651249723,0
227,1,15,13,2.75,s12,s21,e11,e23,o13,9.46,1,-1.973086579,1
228,0,16,5,1.5,s11,s21,e11,e21,o11,7.09,3,-2.338825997,0
228,1,10,17,2.75,s11,s21,e11,e21,o11,7.09,3,-2.266843261,1
229,0,16,6,1.5,s12,s21,e13,e21,o13,7.74,1,-3.309247423,1
229,1,11,17,2.75,s12,s21,e13,e21,o13,7.74,1,-3.571486678,0
230,0,9,4,2,s11,s21,e12,e22,o13,4.6,3,-1.795497128,1
230,1,7,16,2,s11,s21,e12,e22,o13,4.6,3,-2.050503495,0
231,0,8,6,1.5,s12,s22,e11,e21,o14,3.06,1,-1.990902214,0
231,1,4,12,2,s12,s22,e11,e21,o14,3.06,1,-0.487701979,1
232,0,6,7,1.5,s12,s21,e11,e22,o13,3.57,1,-1.907009911,0
232,1,6,15,2,s12,s21,e11,e22,o13,3.57,1,-1.226002434,1
233,0,25,4,1.5,s11,s21,e12,e22,o11,11.62,3,-3.381513871,0
233,1,16,14,3.5,s11,s21,e12,e22,o11,11.62,3,-2.828961119,1
234,0,12,6,1.5,s11,s23,e11,e23,o12,5.11,2,-2.834338929,1
234,1,8,13,2.75,s11,s23,e11,e23,o12,5.11,2,-2.878004492,0
235,0,8,4,1.5,s11,s23,e12,e22,o12,4.04,2,-1.855159155,1
235,1,6,16,2,s11,s23,e12,e22,o12,4.04,2,-3.850394921,0
236,0,6,5,2,s12,s21,e12,e21,o13,2.44,1,-1.780705099,1
236,1,4,18,2,s12,s21,e12,e21,o13,2.44,1,-2.37587325,0
237,0,30,6,2,s13,s21,e11,e22,o12,14.34,3,-3.839365058,0
237,1,22,14,3.5,s13,s21,e11,e22,o12,14.34,3,-2.720635529,1
238,0,12,4,2,s13,s21,e11,e22,o12,5.38,3,-2.09508108,0
238,1,8,14,2.75,s13,s21,e11,e22,o12,5.38,3,-1.227000462,1
239,0,11,4,2,s12,s21,e12,e22,o13,6,1,-2.133394006,1
239,1,8,14,2.75,s12,s21,e12,e22,o13,6,1,-2.142968514,0
240,0,10,5,1.5,s12,s21,e12,e22,o13,4.97,1,-2.112573514,0
240,1,8,13,2,s12,s21,e12,e22,o13,4.97,1,-1.912509134,1
241,0,6,5,1.5,s12,s21,e12,e22,o12,2.85,1,-1.764131347,0
241,1,4,15,2,s12,s21,e12,e22,o12,2.85,1,-1.579179605,1
242,0,18,5,1.5,s11,s23,e12,e22,o14,6.63,2,-3.277108328,1
242,1,11,15,2.75,s11,s23,e12,e22,o14,6.63,2,-4.175645092,0
243,0,3,6,1.5,s11,s21,e12,e22,o13,2.75,3,-1.277503746,1
243,1,4,14,2,s11,s21,e12,e22,o13,2.75,3,-1.630614949,0
244,0,9,5,1.5,s11,s21,e12,e22,o11,3.56,3,-1.781022909,0
244,1,5,15,2,s11,s21,e12,e22,o11,3.56,3,-1.730184668,1
245,0,20,5,1.5,s12,s23,e11,e21,o11,10.81,1,-3.604588769,0
245,1,17,18,3.5,s12,s23,e11,e21,o11,10.81,1,-3.254272403,1
246,0,34,6,2,s12,s23,e12,e23,o12,19.19,1,-5.482851434,0
246,1,29,14,4.25,s12,s23,e12,e23,o12,19.19,1,-4.570943182,1
247,0,7,5,1.5,s11,s22,e11,e22,o11,2.66,2,-2.051717505,1
247,1,4,18,2,s11,s22,e11,e22,o11,2.66,2,-3.350886547,0
248,0,5,4,1.5,s12,s21,e11,e23,o11,2.93,1,-1.128012238,0
248,1,4,15,2,s12,s21,e11,e23,o11,2.93,1,-0.482371936,1
249,0,7,6,1.5,s12,s21,e12,e22,o12,3.73,1,-1.650918931,0
249,1,6,12,2,s12,s21,e12,e22,o12,3.73,1,-1.28113409,1
250,0,18,5,1.5,s12,s21,e11,e22,o12,11.9,1,-3.383324412,0
250,1,18,12,3.5,s12,s21,e11,e22,o12,11.9,1,-2.540807123,1
251,0,7,6,1.5,s11,s21,e11,e22,o12,4.06,3,-1.63482339,0
251,1,6,17,2,s11,s21,e11,e22,o12,4.06,3,-1.404359706,1
252,0,17,4,1.5,s11,s21,e12,e22,o11,8.08,3,-2.390794697,1
252,1,12,11,2.75,s11,s21,e12,e22,o11,8.08,3,-2.40625491,0
253,0,15,6,1.5,s12,s21,e12,e23,o13,7.2,1,-2.865545894,0
253,1,11,14,2.75,s12,s21,e12,e23,o13,7.2,1,-2.10580252,1
254,0,26,5,1.5,s11,s21,e11,e21,o13,12.22,3,-3.611256996,0
254,1,19,16,3.5,s11,s21,e11,e21,o13,12.22,3,-2.99793085,1
255,0,20,6,1.5,s12,s21,e12,e21,o13,8.04,2,-3.744786858,1
255,1,11,17,2.75,s12,s21,e12,e21,o13,8.04,2,-4.459288714,0
256,0,13,7,1.5,s12,s21,e12,e22,o13,5.59,1,-2.836150372,0
256,1,9,16,2.75,s12,s21,e12,e22,o13,5.59,1,-2.484224204,1
257,0,6,4,1.5,s12,s23,e13,e23,o12,4.28,1,-1.273922356,1
257,1,6,16,2,s12,s23,e13,e23,o12,4.28,1,-2.554935911,0
258,0,13,6,1.5,s12,s21,e12,e21,o13,8.47,1,-2.415539761,0
258,1,11,13,2.75,s12,s21,e12,e21,o13,8.47,1,-2.186141991,1
259,0,14,6,1.5,s12,s22,e11,e22,o14,8.71,1,-2.523987698,0
259,1,14,11,2.75,s12,s22,e11,e22,o14,8.71,1,-1.384799059,1
260,0,25,6,2,s12,s21,e11,e21,o13,16.41,1,-4.036405353,0
260,1,24,12,4.25,s12,s21,e11,e21,o13,16.41,1,-3.105755953,1
261,0,22,6,2,s12,s22,e11,e23,o12,9.92,1,-3.902133834,0
261,1,13,14,2.75,s12,s22,e11,e23,o12,9.92,1,-1.15289629,1
262,0,19,4,1.5,s11,s21,e12,e23,o12,9.49,3,-2.652065683,0
262,1,13,14,2.75,s11,s21,e12,e23,o12,9.49,3,-2.31455741,1
263,0,4,4,1.5,s12,s21,e11,e22,o13,2.41,1,-1.054994602,0
263,1,3,14,2,s12,s21,e11,e22,o13,2.41,1,-0.575734232,1
264,0,10,6,2,s11,s21,e12,e22,o13,6.16,3,-1.782360211,1
264,1,11,18,2.75,s11,s21,e12,e22,o13,6.16,3,-2.573948271,0
265,0,15,3,1.5,s12,s23,e11,e22,o12,8.95,1,-2.546717926,0
265,1,12,14,2.75,s12,s23,e11,e22,o12,8.95,1,-1.847056744,1
266,0,20,5,1.5,s11,s21,e12,e22,o11,7.14,3,-2.537890006,1
266,1,12,15,2.75,s11,s21,e12,e22,o11,7.14,3,-2.538753708,0
267,0,6,4,1.5,s11,s22,e11,e21,o14,2.66,2,-1.643700063,1
267,1,4,16,2,s11,s22,e11,e21,o14,2.66,2,-2.786333477,0
268,0,6,4,1.5,s12,s23,e11,e23,o12,3.42,1,-1.611341515,0
268,1,5,15,2,s12,s23,e11,e23,o12,3.42,1,-0.773184759,1
269,0,6,5,2,s12,s21,e11,e22,o14,3.49,2,-1.900895689,1
269,1,6,17,2,s12,s21,e11,e22,o14,3.49,2,-3.254091705,0
270,0,10,7,1.5,s12,s22,e12,e21,o14,4.48,1,-2.276710607,1
270,1,7,17,2,s12,s22,e12,e21,o14,4.48,1,-2.471958428,0
271,0,8,5,1.5,s11,s21,e11,e22,o13,3.88,3,-1.709463306,0
271,1,6,16,2,s11,s21,e11,e22,o13,3.88,3,-1.140191632,1
272,0,7,5,1.5,s11,s21,e11,e22,o12,2.73,3,-1.911703037,0
272,1,4,12,2,s11,s21,e11,e22,o12,2.73,3,-0.6696201,1
273,0,5,4,1.5,s12,s21,e11,e22,o13,3.07,1,-1.264491459,0
273,1,4,13,2,s12,s21,e11,e22,o13,3.07,1,-0.388086493,1
274,0,19,6,1.5,s12,s21,e12,e21,o11,15.03,1,-3.038803301,1
274,1,23,17,4.25,s12,s21,e12,e21,o11,15.03,1,-4.471637432,0
275,0,10,6,1.5,s12,s21,e12,e22,o13,5.52,1,-2.314228754,1
275,1,8,16,2.75,s12,s21,e12,e22,o13,5.52,1,-2.434149629,0
276,0,5,4,1.5,s12,s21,e11,e22,o13,3.21,1,-1.146504581,0
276,1,5,13,2,s12,s21,e11,e22,o13,3.21,1,-0.543917274,1
277,0,20,6,1.5,s12,s21,e11,e22,o11,10.51,1,-3.214230645,0
277,1,16,13,3.5,s12,s21,e11,e22,o11,10.51,1,-2.199859773,1
278,0,7,5,2,s12,s23,e11,e21,o13,2.42,1,-1.600252426,0
278,1,4,13,2,s12,s23,e11,e21,o13,2.42,1,-0.897726832,1
279,0,8,4,1.5,s11,s21,e11,e23,o11,4.09,3,-1.314644984,0
279,1,6,18,2,s11,s21,e11,e23,o11,4.09,3,-1.181865306,1
280,0,13,6,2,s12,s21,e12,e22,o12,4.83,1,-2.579264353,0
280,1,8,14,2,s12,s21,e12,e22,o12,4.83,1,-2.238310569,1
281,0,4,5,1.5,s12,s21,e11,e22,o12,2.21,1,-1.202298406,0
281,1,3,16,2,s12,s21,e11,e22,o12,2.21,1,-1.056848932,1
282,0,11,7,1.5,s11,s21,e12,e22,o13,4.62,3,-2.217450295,0
282,1,7,15,2,s11,s21,e12,e22,o13,4.62,3,-2.207691195,1
283,0,16,5,1.5,s11,s21,e12,e22,o12,5.61,3,-2.452758664,0
283,1,8,13,2.75,s11,s21,e12,e22,o12,5.61,3,-2.092871567,1
284,0,8,7,1.5,s12,s23,e11,e23,o13,4.52,1,-2.193514249,0
284,1,7,16,2,s12,s23,e11,e23,o13,4.52,1,-1.138866865,1
285,0,9,5,1.5,s12,s21,e11,e21,o12,6.05,1,-1.769167985,1
285,1,9,17,2.75,s12,s21,e11,e21,o12,6.05,1,-2.124008451,0
286,0,8,6,1.5,s12,s23,e13,e22,o13,3.99,1,-2.063867469,1
286,1,5,20,2,s12,s23,e13,e22,o13,3.99,1,-3.086768024,0
287,0,7,5,2,s12,s21,e11,e23,o12,4.28,1,-1.389163805,0
287,1,6,12,2,s12,s21,e11,e23,o12,4.28,1,-0.673535665,1
288,0,52,6,1.5,s11,s23,e11,e21,o11,18.53,2,-6.720647757,0
288,1,26,10,4.25,s11,s23,e11,e21,o11,18.53,2,-3.647639861,1
289,0,7,5,1.5,s12,s21,e11,e22,o14,2.43,1,-1.830054955,0
289,1,3,19,2,s12,s21,e11,e22,o14,2.43,1,-1.438646579,1
290,0,9,5,1.5,s11,s23,e11,e22,o12,5.21,2,-2.067990427,1
290,1,8,15,2.75,s11,s23,e11,e22,o12,5.21,2,-2.888070592,0
291,0,7,6,2,s11,s21,e13,e21,o11,4.33,3,-1.787010587,1
291,1,6,15,2,s11,s21,e13,e21,o11,4.33,3,-2.615735477,0
292,0,5,6,1.5,s11,s21,e11,e23,o13,2.07,3,-1.701220225,0
292,1,3,14,2,s11,s21,e11,e23,o13,2.07,3,-0.615834414,1
293,0,6,4,1.5,s12,s22,e11,e22,o13,2.62,1,-1.118476541,0
293,1,4,14,2,s12,s22,e11,e22,o13,2.62,1,-0.592605813,1
294,0,13,4,1.5,s11,s23,e11,e21,o13,5.59,2,-2.348010344,1
294,1,9,21,2.75,s11,s23,e11,e21,o13,5.59,2,-4.629851138,0
295,0,11,6,1.5,s11,s21,e12,e22,o11,7.18,3,-2.066797433,1
295,1,12,13,2.75,s11,s21,e12,e22,o11,7.18,3,-2.234810796,0
296,0,10,7,1.5,s11,s23,e12,e21,o12,3.62,2,-2.791505093,1
296,1,5,15,2,s11,s23,e12,e21,o12,3.62,2,-3.472093946,0
297,0,15,6,1.5,s13,s21,e13,e22,o11,8.49,3,-2.850115098,0
297,1,12,14,2.75,s13,s21,e13,e22,o11,8.49,3,-2.618438403,1
298,0,12,5,1.5,s11,s21,e12,e21,o12,4.82,3,-1.881734454,1
298,1,7,15,2,s11,s21,e12,e21,o12,4.82,3,-2.20790769,0
299,0,20,5,1.5,s12,s21,e11,e22,o11,9.19,1,-3.101568511,0
299,1,14,13,2.75,s12,s21,e11,e22,o11,9.19,1,-1.961498485,1
300,0,11,4,2,s12,s23,e11,e22,o13,5.93,1,-1.791629168,0
300,1,9,14,2.75,s12,s23,e11,e22,o13,5.93,1,-1.311278032,1
301,0,5,4,1.5,s11,s21,e12,e22,o11,3.15,2,-1.608268134,1
301,1,5,13,2,s11,s21,e12,e22,o11,3.15,2,-2.612939792,0
302,0,17,5,2,s11,s21,e13,e22,o13,7.17,3,-2.652423509,1
302,1,9,14,2.75,s11,s21,e13,e22,o13,7.17,3,-2.801674885,0
303,0,17,5,1.5,s12,s23,e11,e22,o13,8.06,1,-3.215401172,0
303,1,13,14,2.75,s12,s23,e11,e22,o13,8.06,1,-1.925555129,1
304,0,7,4,1.5,s12,s21,e12,e22,o12,5.78,3,-1.413837211,1
304,1,9,14,2.75,s12,s21,e12,e22,o12,5.78,3,-2.121069724,0
305,0,11,5,1.5,s12,s21,e11,e22,o11,5.67,1,-2.256376165,0
305,1,8,15,2.75,s12,s21,e11,e22,o11,5.67,1,-1.338353856,1
306,0,11,4,1.5,s12,s21,e11,e22,o13,3.98,1,-2.073156097,0
306,1,6,13,2,s12,s21,e11,e22,o13,3.98,1,-0.831658984,1
307,0,5,5,2,s12,s21,e12,e22,o12,3.14,1,-1.287827605,1
307,1,5,15,2,s12,s21,e12,e22,o12,3.14,1,-1.738904197,0
308,0,6,5,1.5,s11,s21,e12,e23,o14,3.26,3,-1.376273901,1
308,1,5,14,2,s11,s21,e12,e23,o14,3.26,3,-1.510311722,0
309,0,34,6,1.5,s12,s21,e12,e22,o12,19.72,1,-5.310460416,0
309,1,30,11,4.25,s12,s21,e12,e22,o12,19.72,1,-4.429347061,1
310,0,6,5,1.5,s12,s21,e13,e22,o11,3.41,1,-1.646084536,1
310,1,5,15,2,s12,s21,e13,e22,o11,3.41,1,-2.434336355,0
311,0,10,5,1.5,s12,s21,e11,e22,o13,5.32,1,-1.989294427,0
311,1,7,15,2.75,s12,s21,e11,e22,o13,5.32,1,-1.342261012,1
312,0,9,4,1.5,s11,s21,e11,e22,o13,3.49,3,-1.694963265,0
312,1,5,18,2,s11,s21,e11,e22,o13,3.49,3,-1.340383067,1
313,0,10,3,1.5,s12,s21,e12,e22,o14,5.48,1,-1.710446816,1
313,1,8,13,2.75,s12,s21,e12,e22,o14,5.48,1,-1.827438222,0
314,0,12,4,2,s12,s21,e11,e22,o12,5.89,3,-1.928766765,0
314,1,8,16,2.75,s12,s21,e11,e22,o12,5.89,3,-1.512432015,1
315,0,10,4,1.5,s12,s21,e12,e23,o12,3.64,1,-1.83555948,0
315,1,5,16,2,s12,s21,e12,e23,o12,3.64,1,-1.611721061,1
316,0,10,5,1.5,s12,s23,e13,e21,o12,4.35,1,-2.204480825,1
316,1,6,14,2,s12,s23,e13,e21,o12,4.35,1,-2.329285578,0
317,0,22,6,1.5,s12,s21,e11,e22,o11,8.49,1,-3.539469199,0
317,1,12,15,2.75,s12,s21,e11,e22,o11,8.49,1,-2.005945627,1
318,0,7,4,1.5,s11,s21,e11,e22,o13,3.27,3,-1.427568984,0
318,1,5,14,2,s11,s21,e11,e22,o13,3.27,3,-0.876426326,1
319,0,11,6,2,s11,s22,e13,e21,o11,5.75,2,-2.497789494,1
319,1,8,14,2.75,s11,s22,e13,e21,o11,5.75,2,-3.598857024,0
320,0,6,6,1.5,s11,s22,e11,e22,o14,5.38,2,-2.515520705,1
320,1,8,19,2.75,s11,s22,e11,e22,o14,5.38,2,-3.832181779,0
321,0,15,6,2,s12,s23,e13,e22,o13,6,1,-2.773710051,1
321,1,10,17,2.75,s12,s23,e13,e22,o13,6,1,-3.135639575,0
322,0,29,6,1.5,s11,s22,e11,e21,o12,16.19,2,-4.415336996,1
322,1,23,17,4.25,s11,s22,e11,e21,o12,16.19,2,-5.148107825,0
323,0,24,5,1.5,s12,s21,e12,e21,o13,9.44,1,-3.856355701,0
323,1,16,15,2.75,s12,s21,e12,e21,o13,9.44,1,-3.573121753,1
324,0,10,5,1.5,s11,s21,e11,e22,o12,4.86,3,-1.792480565,1
324,1,8,20,2,s11,s21,e11,e22,o12,4.86,3,-1.973476493,0
325,0,4,6,1.5,s13,s21,e12,e23,o13,2.21,3,-1.215799697,1
325,1,3,17,2,s13,s21,e12,e23,o13,2.21,3,-1.760100309,0
326,0,8,6,1.5,s12,s21,e11,e22,o11,3.46,2,-2.462064576,1
326,1,5,15,2,s12,s21,e11,e22,o11,3.46,2,-2.507902244,0
327,0,10,5,1.5,s11,s21,e12,e22,o13,4.71,3,-1.78049786,1
327,1,8,16,2,s11,s21,e12,e22,o13,4.71,3,-2.415341589,0
328,0,7,4,1.5,s12,s21,e11,e22,o13,3.43,1,-1.671721532,0
328,1,6,18,2,s12,s21,e11,e22,o13,3.43,1,-1.669281299,1
329,0,10,4,1.5,s12,s21,e12,e22,o12,4.99,1,-1.640438334,1
329,1,7,13,2,s12,s21,e12,e22,o12,4.99,1,-1.876037342,0
330,0,12,6,2,s11,s21,e13,e21,o13,5.47,3,-2.105113836,1
330,1,9,17,2.75,s11,s21,e13,e21,o13,5.47,3,-3.151361169,0
331,0,4,5,1.5,s11,s21,e12,e21,o13,2.25,3,-1.104940669,1
331,1,3,17,2,s11,s21,e12,e21,o13,2.25,3,-1.993599365,0
332,0,5,5,1.5,s11,s21,e11,e22,o12,2.13,3,-1.326013907,1
332,1,3,19,2,s11,s21,e11,e22,o12,2.13,3,-1.475710499,0
333,0,10,5,2,s11,s23,e13,e21,o11,4.2,2,-2.453449273,1
333,1,6,12,2,s11,s23,e13,e21,o11,4.2,2,-3.112509723,0
334,0,13,5,1.5,s11,s21,e11,e23,o13,5.95,3,-2.032468869,0
334,1,9,16,2.75,s11,s21,e11,e23,o13,5.95,3,-1.416486994,1
335,0,11,6,1.5,s12,s21,e11,e23,o12,5.05,2,-2.779983785,1
335,1,7,15,2.75,s12,s21,e11,e23,o12,5.05,2,-3.086137042,0
336,0,17,6,1.5,s12,s23,e11,e21,o13,6.57,1,-3.045839222,0
336,1,9,14,2.75,s12,s23,e11,e21,o13,6.57,1,-1.717691923,1
337,0,4,6,1.5,s11,s21,e12,e22,o11,2.03,2,-2.038922396,1
337,1,3,14,2,s11,s21,e12,e22,o11,2.03,2,-2.840299889,0
338,0,9,4,2,s12,s21,e12,e21,o14,4.76,1,-1.799483203,1
